OMC_FLYWHEEL_TABLE,OMC_FLYWHEEL_COLUMN,FUNCTION_DESCRIPTION,OPUS_COLUMN,ELEMENT_NUMBER
MIACS_03_A,miacs_25_063,Occupied Housing Units - % Bottled Tank Or LP Gas,MIACS_25_063,miACS_25_063
MIACS_03_A,miacs_25_065,Occupied Housing Units - % Fuel Oil,MIACS_25_065,miACS_25_065
MIACS_03_A,miacs_25_066,Occupied Housing Units - % Coal or Coke,MIACS_25_066,miACS_25_066
MIACS_03_A,miacs_25_067,Occupied Housing Units - % Wood,MIACS_25_067,miACS_25_067
MIACS_03_A,miacs_25_068,Occupied Housing Units - % Solar Energy,MIACS_25_068,miACS_25_068
MIACS_03_A,miacs_25_069,Occupied Housing Units - % Other Fuel,MIACS_25_069,miACS_25_069
MIACS_03_A,miacs_25_070,Occupied Housing Units - % No Fuel Used,MIACS_25_070,miACS_25_070
MIACS_03_A,miacs_25_071,Housing Units - % None,MIACS_25_071,miACS_25_071
MIACS_03_A,miacs_25_072,Housing Units - % 1,MIACS_25_072,miACS_25_072
MIACS_03_A,miacs_25_073,Housing Units - % 2,MIACS_25_073,miACS_25_073
MIACS_03_A,miacs_25_074,Housing Units - % 3,MIACS_25_074,miACS_25_074
MIACS_03_A,miacs_25_075,Housing Units - % 4,MIACS_25_075,miACS_25_075
MIACS_03_A,miacs_25_076,Housing Units - % 5+,MIACS_25_076,miACS_25_076
MIACS_03_A,miacs_25_077,Occupied Housing Units - % Telephone,MIACS_25_077,miACS_25_077
MIACS_03_A,miacs_25_078,Housing Units - % Complete Plumbing Facilities,MIACS_25_078,miACS_25_078
MIACS_03_A,miacs_25_079,Housing Units - % Complete Kitchen Facilities,MIACS_25_079,miACS_25_079
MIACS_03_B,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_03_B,miacs_25_080,Renter-occupied Housing Units - Average Gross Rent (in $US),MIACS_25_080,miACS_25_080
MIACS_03_B,miacs_25_081,Renter-occupied Housing Units - Median Gross Rent (in $US),MIACS_25_081,miACS_25_081
MIACS_03_B,miacs_25_082,Renter-occupied Housing Units - % Less Than $100,MIACS_25_082,miACS_25_082
MIACS_03_B,miacs_25_083,Renter-occupied Housing Units - % $100 - $199,MIACS_25_083,miACS_25_083
MIACS_03_B,miacs_25_084,Renter-occupied Housing Units - % $200 - $299,MIACS_25_084,miACS_25_084
MIACS_03_B,miacs_25_085,Renter-occupied Housing Units - % $300 - $399,MIACS_25_085,miACS_25_085
MIACS_03_B,miacs_25_086,Renter-occupied Housing Units - % $400 - $499,MIACS_25_086,miACS_25_086
MIACS_03_B,miacs_25_087,Renter-occupied Housing Units - % $500 - $749,MIACS_25_087,miACS_25_087
MIACS_03_B,miacs_25_088,Renter-occupied Housing Units - % $750 - $999,MIACS_25_088,miACS_25_088
MIACS_03_B,miacs_25_089,Renter-occupied Housing Units - % $1000 - $1249,MIACS_25_089,miACS_25_089
MIACS_03_B,miacs_25_090,Renter-occupied Housing Units - % $1250 - $1499,MIACS_25_090,miACS_25_090
MIACS_03_B,miacs_25_091,Renter-occupied Housing Units - % $1500 - $1999,MIACS_25_091,miACS_25_091
MIACS_03_B,miacs_25_092,Renter-occupied Housing Units - % $200+,MIACS_25_092,miACS_25_092
MIACS_03_B,miacs_25_093,Renter-occupied Housing Units - % $300+,MIACS_25_093,miACS_25_093
MIACS_03_B,miacs_25_094,Renter-occupied Housing Units - % $500+,MIACS_25_094,miACS_25_094
MIACS_03_B,miacs_25_095,Renter-occupied Housing Units - % $2000+,MIACS_25_095,miACS_25_095
MIACS_03_B,miacs_25_096,Owner-occupied Housing Units - Average Value (in hundreds of $US),MIACS_25_096,miACS_25_096
MIACS_03_B,miacs_25_098,"Owner-occupied Housing Units - % <$25,000",MIACS_25_098,miACS_25_098
MIACS_03_B,miacs_25_099,"Owner-occupied Housing Units - % $25,000 - $49,999",MIACS_25_099,miACS_25_099
MIACS_03_B,miacs_25_100,"Owner-occupied Housing Units - % $50,000 - $99,999",MIACS_25_100,miACS_25_100
MIACS_03_B,miacs_25_101,"Owner-occupied Housing Units - % $100,000 - $124,999",MIACS_25_101,miACS_25_101
MIACS_03_B,miacs_25_102,"Owner-occupied Housing Units - % $125,000 - $149,999",MIACS_25_102,miACS_25_102
MIACS_03_B,miacs_25_103,"Owner-occupied Housing Units - % $150,000 - $174,999",MIACS_25_103,miACS_25_103
MIACS_03_B,miacs_25_104,"Owner-occupied Housing Units - % $175,000 - $199,999",MIACS_25_104,miACS_25_104
MIACS_03_B,miacs_25_105,"Owner-occupied Housing Units - % $200,000 - $249,999",MIACS_25_105,miACS_25_105
MIACS_03_B,miacs_25_106,"Owner-occupied Housing Units - % $250,000 - $299,999",MIACS_25_106,miACS_25_106
MIACS_03_B,miacs_25_107,"Owner-occupied Housing Units - % $300,000 - $399,999",MIACS_25_107,miACS_25_107
MIACS_03_B,miacs_25_108,"Owner-occupied Housing Units - % $400,000 - $499,999",MIACS_25_108,miACS_25_108
MIACS_04,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_04,miacs_25_109,"Owner-occupied Housing Units - % $500,000 - $749,999",MIACS_25_109,miACS_25_109
MIACS_04,miacs_25_110,"Owner-occupied Housing Units - % $750,000 - $999,999",MIACS_25_110,miACS_25_110
MIACS_04,miacs_25_111,"Owner-occupied Housing Units - % $50,000+",MIACS_25_111,miACS_25_111
MIACS_04,miacs_25_112,"Owner-occupied Housing Units - % $80,000+",MIACS_25_112,miACS_25_112
MIACS_04,miacs_25_113,"Owner-occupied Housing Units - % $100,000+",MIACS_25_113,miACS_25_113
MIACS_04,miacs_25_114,"Owner-occupied Housing Units - % $150,000+",MIACS_25_114,miACS_25_114
MIACS_04,miacs_25_115,"Owner-occupied Housing Units - % $200,000+",MIACS_25_115,miACS_25_115
MIACS_04,miacs_25_116,"Owner-occupied Housing Units - % $500,000+",MIACS_25_116,miACS_25_116
MIACS_04,miacs_25_117,"Owner-occupied Housing Units - % $1,000,000+",MIACS_25_117,miACS_25_117
MIACS_04,miacs_25_118,Owner-occupied Housing Units - % Mortgage,MIACS_25_118,miACS_25_118
MIACS_04,miacs_25_119,Owner-occupied Housing Units - % Second Mortgage or Home Equity Loan,MIACS_25_119,miACS_25_119
MIACS_04,miacs_25_121,Owner-occupied Housing Units - Median Monthly Owner Costs without Mortgage (in hundreds of $US),MIACS_25_121,miACS_25_121
MIACS_04,miacs_27_001,Civilian Non-Institutional Population - % With Insurance (Tract level),MIACS_27_001,miACS_27_001
MIACS_04,miacs_27_002,Civilian Non-Institutional Population - % With Private Insurance (Tract level),MIACS_27_002,miACS_27_002
MIACS_04,miacs_27_003,Civilian Non-Institutional Population - % With Employer-Provided Insurance (Private) (Tract level),MIACS_27_003,miACS_27_003
MIACS_04,miacs_27_004,Civilian Non-Institutional Population - % With Direct-Purchase Insurance (Private) (Tract level),MIACS_27_004,miACS_27_004
MIACS_04,miacs_27_005,Civilian Non-Institutional Population - % With TRICARE Insurance (Private) (Tract level),MIACS_27_005,miACS_27_005
MIACS_04,miacs_27_006,Civilian Non-Institutional Population - % With Public Insurance,MIACS_27_006,miACS_27_006
MIACS_04,miacs_27_007,Civilian Non-Institutional Population - % With Medicare (Public) (Tract level),MIACS_27_007,miACS_27_007
MIACS_04,miacs_27_008,Civilian Non-Institutional Population - % With Medicaid (Public) (Tract level),MIACS_27_008,miACS_27_008
MIACS_04,miacs_27_009,Civilian Non-Institutional Population - % With VA Insurance (Public) (Tract level),MIACS_27_009,miACS_27_009
MIACS_04,miacs_27_010,Civilian Non-Institutional Population - % With No Insurance (Tract level),MIACS_27_010,miACS_27_010
NEW_BORROWERS,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
NEW_BORROWERS,ibe3103,Hispanic Language Preference,IBE3103,3103
NEW_BORROWERS,ibe8555,Home Owner Type Detail (Real Property data only),IBE8555,8555
NEW_BORROWERS,ibe8556,Trust Owned (Real Property data only),IBE8556,8556
NEW_BORROWERS,ibe8570,Home Loan Type 1 (Real Property data only),IBE8570,8570
NEW_BORROWERS,ibe8572,Home Loan Interest Rate Type 1 (Real Property data only),IBE8572,8572
NEW_BORROWERS,ibe8575,Home Loan Transaction Type 1 (Real Property data only),IBE8575,8575
NEW_BORROWERS,ibe8579,Home Purchase Date (YYYY/MM) (Real Property data only),IBE8579,8579
NEW_BORROWERS,ibe8588,Home Square Footage - Actual (Real Property data only),IBE8588,8588
NEW_BORROWERS,ibe8591,Home Pool Present,IBE8591,8591
NEW_BORROWERS,ibe8592,Home Year Built - Actual (Real Property data only),IBE8592,8592
NEW_BORROWERS,ibe8606,Home Owner / Renter,IBE8606,8606
NEW_BORROWERS,ibe8642,Home Market Value - Estimated,IBE8642,8642
NEW_BORROWERS,ibe8701,Home Property Type (Real Property data only),IBE8701,8701
NEW_BORROWERS,ibe8705,Home Purchase Amount - Actual (Real Property data only),IBE8705,8705
NEW_BORROWERS,ibe8708,Home Loan Amount 1 - Original - Actual (Real Property data only),IBE8708,8708
NEW_BORROWERS,ibe8851,Home Market Value - Estimated - Quality Indicator (use with 8642),IBE8851,8851
NEW_BORROWERS,ibe9750,Home Market Value - Estimated - Actual (Real Property data only),IBE9750,9750
N_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
N_A,ibe1807,Family Ties - Grandparent Indicator - Person,IBE1807,1807
N_A,ibe1811,Family Ties - Parent 1 Net Worth - Person,IBE1811,1811
N_A,ibe1812,Family Ties - Parent 1 State Code - Person,IBE1812,1812
N_A,ibe2405_02,Geo State Lower House District Name,IBE2405_02,2405_02
N_A,ibe7611_01,,IBE7611_01,
N_A,ibe7611_02,,IBE7611_02,
N_A,ibe7611_03,,IBE7611_03,
N_A,ibe7618_01,,IBE7618_01,
N_A,ibe7618_02,,IBE7618_02,
N_A,ibe7618_03,,IBE7618_03,
N_A,ibe7623_01,,IBE7623_01,
N_A,ibe7623_02,,IBE7623_02,
N_A,ibe7623_03,,IBE7623_03,
N_A,ibe7625_01,,IBE7625_01,
N_A,ibe7625_02,,IBE7625_02,
N_A,ibe7685_01,,IBE7685_01,
N_A,ibe7685_02,,IBE7685_02,
N_A,ibe7685_03,,IBE7685_03,
N_A,ibe7689_01,,IBE7689_01,
N_A,ibe7689_02,,IBE7689_02,
N_A,ibe7689_03,,IBE7689_03,
N_A,ibe7691_01,,IBE7691_01,
N_A,ibe7691_02,,IBE7691_02,
N_A,ibe7691_03,,IBE7691_03,
N_A,ibe7964b_04,Geo Core Base Statistical Area (CBSA) Name,IBE7964B_04,7964B_04
N_A,ibe7964b_05,Geo Country Code,IBE7964B_05,7964B_05
N_A,ibe7964b_06,Geo Country Name,IBE7964B_06,7964B_06
N_A,ibe7964b_08,Geo Designated Marketing Area (DMA) Name,IBE7964B_08,7964B_08
N_A,ibe7964b_10,Geo FIPS County Name,IBE7964B_10,7964B_10
N_A,ibe7964b_14,Geo Minor Civil Division (MCD) Name,IBE7964B_14,7964B_14
N_A,ibe7964b_17,Geo Place Name,IBE7964B_17,7964B_17
N_A,ibe7964b_19,Geo Precision Level Name,IBE7964B_19,7964B_19
N_A,ibe8434_01,,IBE8434_01,
N_A,ibe8434_02,,IBE8434_02,
N_A,ibe8562_01,,IBE8562_01,
N_A,ibe8562_02,,IBE8562_02,
N_A,ibe8563_01,,IBE8563_01,
N_A,ibe8563_02,,IBE8563_02,
N_A,ibe8611_01,,IBE8611_01,
N_A,ibe8611_02,,IBE8611_02,
N_A,ibe8611_03,,IBE8611_03,
N_A,ibe8618_01,,IBE8618_01,
N_A,ibe8618_02,,IBE8618_02,
N_A,ibe8618_03,,IBE8618_03,
N_A,ibe8623_01,,IBE8623_01,
N_A,ibe8623_02,,IBE8623_02,
N_A,ibe8623_03,,IBE8623_03,
N_A,ibe8685_01,,IBE8685_01,
N_A,ibe8685_02,,IBE8685_02,
N_A,ibe8685_03,,IBE8685_03,
N_A,ibe8689_01,,IBE8689_01,
N_A,ibe8689_02,,IBE8689_02,
N_A,ibe8689_03,,IBE8689_03,
N_A,ibe8691_01,,IBE8691_01,
N_A,ibe8691_02,,IBE8691_02,
N_A,ibe8691_03,,IBE8691_03,
N_A,ibe8819_01,,IBE8819_01,
N_A,ibe8819_02,,IBE8819_02,
N_A,ibe8839_01,,IBE8839_01,
N_A,ibe8839_02,,IBE8839_02,
N_A,ibe9301,Dual Residency Indicator,IBE9301,9301
N_A,ibe9302_01,Dual Residency- Primary Address Street Number,IBE9302_01,9302_01
N_A,ibe9302_02,Dual Residency- Primary Address Pre-Directional,IBE9302_02,9302_02
N_A,ibe9302_03,Dual Residency- Primary Address Street Name,IBE9302_03,9302_03
N_A,ibe9302_04,Dual Residency- Primary Address Street Suffix,IBE9302_04,9302_04
N_A,ibe9302_05,Dual Residency- Primary Address Post Directional,IBE9302_05,9302_05
N_A,ibe9302_06,Dual Residency- Primary Address Unit Designator,IBE9302_06,9302_06
N_A,ibe9302_07,Dual Residency- Primary Address Secondary Number,IBE9302_07,9302_07
N_A,ibe9302_08,Dual Residency- Primary Address City,IBE9302_08,9302_08
N_A,ibe9302_09,Dual Residency- Primary Address State,IBE9302_09,9302_09
N_A,ibe9302_10,Dual Residency- Primary Address Zip Code,IBE9302_10,9302_10
N_A,ibe9302_11,Dual Residency- Primary Address Zip+4,IBE9302_11,9302_11
N_A,ibe9303_01,Dual Residency- Address 2 Street Number,IBE9303_01,9303_01
N_A,ibe9303_02,Dual Residency- Address 2 Pre-Directional,IBE9303_02,9303_02
N_A,ibe9303_03,Dual Residency- Address 2 Street Name,IBE9303_03,9303_03
N_A,ibe9303_04,Dual Residency- Address 2 Street Suffix,IBE9303_04,9303_04
N_A,ibe9303_05,Dual Residency- Address 2 Post Directional,IBE9303_05,9303_05
N_A,ibe9303_06,Dual Residency- Address 2 Unit Designator,IBE9303_06,9303_06
N_A,ibe9303_07,Dual Residency- Address 2 Secondary Number,IBE9303_07,9303_07
N_A,ibe9303_08,Dual Residency- Address 2 City,IBE9303_08,9303_08
N_A,ibe9303_09,Dual Residency- Address 2 State,IBE9303_09,9303_09
N_A,ibe9303_10,Dual Residency- Address 2 Zip Code,IBE9303_10,9303_10
N_A,ibe9303_11,Dual Residency- Address 2 Zip+4,IBE9303_11,9303_11
N_A,ibe9303_12,Dual Residency- Address 2 Sale Date,IBE9303_12,9303_12
N_A,ibe9303_13,Dual Residency- Address 2 Purchase Amount,IBE9303_13,9303_13
N_A,ibe9303_14,Dual Residency- Address 2 Dwelling Type,IBE9303_14,9303_14
N_A,ibe9303_15,Dual Residency- Address 2 Potential Investment Property,IBE9303_15,9303_15
N_A_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
N_A_A,ibe9304_01,Dual Residency- Address 3 Street Number,IBE9304_01,9304_01
N_A_A,ibe9304_02,Dual Residency- Address 3 Pre-Directional,IBE9304_02,9304_02
N_A_A,ibe9304_03,Dual Residency- Address 3 Street Name,IBE9304_03,9304_03
N_A_A,ibe9304_04,Dual Residency- Address 3 Street Suffix,IBE9304_04,9304_04
N_A_A,ibe9304_05,Dual Residency- Address 3 Post Directional,IBE9304_05,9304_05
N_A_A,ibe9304_06,Dual Residency- Address 3 Unit Designator,IBE9304_06,9304_06
N_A_A,ibe9304_07,Dual Residency- Address 3 Secondary Number,IBE9304_07,9304_07
N_A_A,ibe9304_08,Dual Residency- Address 3 City,IBE9304_08,9304_08
N_A_A,ibe9304_09,Dual Residency- Address 3 State,IBE9304_09,9304_09
N_A_A,ibe9304_10,Dual Residency- Address 3 Zip Code,IBE9304_10,9304_10
N_A_A,ibe9304_11,Dual Residency- Address 3 Zip+4,IBE9304_11,9304_11
N_A_A,ibe9304_12,Dual Residency- Address 3 Sale Date,IBE9304_12,9304_12
N_A_A,ibe9304_13,Dual Residency- Address 3 Purchase Amount,IBE9304_13,9304_13
N_A_A,ibe9304_14,Dual Residency- Address 3 Dwelling Type,IBE9304_14,9304_14
N_A_A,ibe9304_15,Dual Residency- Address 3 Potential Investment Property,IBE9304_15,9304_15
N_A_A,ibe9305_01,Dual Residency- Address 4 Street Number,IBE9305_01,9305_01
N_A_A,ibe9305_02,Dual Residency- Address 4 Pre-Directional,IBE9305_02,9305_02
N_A_A,ibe9305_03,Dual Residency- Address 4 Street Name,IBE9305_03,9305_03
N_A_A,ibe9305_04,Dual Residency- Address 4 Street Suffix,IBE9305_04,9305_04
N_A_A,ibe9305_05,Dual Residency- Address 4 Post Directional,IBE9305_05,9305_05
N_A_A,ibe9305_06,Dual Residency- Address 4 Unit Designator,IBE9305_06,9305_06
N_A_A,ibe9305_07,Dual Residency- Address 4 Secondary Number,IBE9305_07,9305_07
N_A_A,ibe9305_08,Dual Residency- Address 4 City,IBE9305_08,9305_08
N_A_A,ibe9305_09,Dual Residency- Address 4 State,IBE9305_09,9305_09
N_A_A,ibe9305_10,Dual Residency- Address 4 Zip Code,IBE9305_10,9305_10
N_A_A,ibe9305_11,Dual Residency- Address 4 Zip+4,IBE9305_11,9305_11
N_A_A,ibe9305_12,Dual Residency- Address 4 Sale Date,IBE9305_12,9305_12
N_A_A,ibe9305_13,Dual Residency- Address 4 Purchase Amount,IBE9305_13,9305_13
N_A_A,ibe9305_14,Dual Residency- Address 4 Dwelling Type,IBE9305_14,9305_14
N_A_A,ibe9305_15,Dual Residency- Address 4 Potential Investment Property,IBE9305_15,9305_15
N_A_A,ibe9306_01,Dual Residency- Address 5 Street Number,IBE9306_01,9306_01
N_A_A,ibe9306_02,Dual Residency- Address 5 Pre-Directional,IBE9306_02,9306_02
N_A_A,ibe9306_03,Dual Residency- Address 5 Street Name,IBE9306_03,9306_03
N_A_A,ibe9306_04,Dual Residency- Address 5 Street Suffix,IBE9306_04,9306_04
N_A_A,ibe9306_05,Dual Residency- Address 5 Post Directional,IBE9306_05,9306_05
N_A_A,ibe9306_06,Dual Residency- Address 5 Unit Designator,IBE9306_06,9306_06
N_A_A,ibe9306_07,Dual Residency- Address 5 Secondary Number,IBE9306_07,9306_07
N_A_A,ibe9306_08,Dual Residency- Address 5 City,IBE9306_08,9306_08
N_A_A,ibe9306_09,Dual Residency- Address 5 State,IBE9306_09,9306_09
N_A_A,ibe9306_10,Dual Residency- Address 5 Zip Code,IBE9306_10,9306_10
N_A_A,ibe9306_11,Dual Residency- Address 5 Zip+4,IBE9306_11,9306_11
N_A_A,ibe9306_12,Dual Residency- Address 5 Sale Date,IBE9306_12,9306_12
N_A_A,ibe9306_13,Dual Residency- Address 5 Purchase Amount,IBE9306_13,9306_13
N_A_A,ibe9306_14,Dual Residency- Address 5 Dwelling Type,IBE9306_14,9306_14
N_A_A,ibe9306_15,Dual Residency- Address 5 Potential Investment Property,IBE9306_15,9306_15
N_A_A,ibe9567,InfoBase Positive Match Indicator - Person,IBE9567,9567
N_A_A,ibe9568,InfoBase Positive Match Indicator - Address,IBE9568,9568
N_A_A,ibe9569,InfoBase Positive Match Indicator - Household,IBE9569,9569
N_A_A,ibe9570,InfoBase Positive Match Indicator - Residency,IBE9570,9570
